Gene Count: 40

YMR009W	0.798722170592323
YPL239W	0.529928495469845
YPL223C	1.37699001873947
YPL008W	0.25815378922962
YIL119C	0.179543954533254
YDR214W	2.31025831262055
YGL073W	0.458008400936654
YOL049W	0.35238055139547
YEL030W	0.507118612561758
YAL005C	1.69806349802059
YNL310C	0.620576662345042
YGR249W	3.71559685477346
YJL159W	1.05296506060735
YOR020C	1.3512631936211
YER125W	0.598639670386451
YOR178C	1.44257836036705
YLR258W	1.59351437163261
YDR258C	1.73529453403792
YLR259C	1.22299837220097
YLL024C	1.28767609958518
YBR169C	1.95018197838196
YNL281W	0.92286188426133
YHR104W	2.71650108234358
YER048C	-0.596696788366392
YLL026W	4.78056544127861
YMR186W	0.644112736829231
YJR147W	0.81092262419785
YCR021C	2.25495135719128
YBL075C	1.37453297294395
YFL014W	3.62544241751686
YIL113W	0.307418777085412
YKL151C	-0.32057129456778
YBR072W	3.235549364262
YDR171W	1.19109712971442
YLR251W	0.476525692290386
YPL106C	0.397824959462499
YER103W	3.14420134290983
YHR030C	0.395711755329074
YML111W	0.110561447856102
YOL151W	0.857615859645892
